application_row,score_pd,feature,observed_value,reference_value,pd_impact,absolute_impact,direction
21,0.10700393343331088,property_magnitude,real estate,car,-0.026860266659175958,0.026860266659175958,reduces_risk
22,0.13238206969156177,duration,10,18.0,-0.1338938743124423,0.1338938743124423,reduces_risk
22,0.13238206969156177,credit_history,critical/other existing credit,existing paid,-0.06791701822084081,0.06791701822084081,reduces_risk
22,0.13238206969156177,age,48,33.0,-0.060647374801999,0.060647374801999,reduces_risk
22,0.13238206969156177,checking_status,<0,no checking,0.05255806672904681,0.05255806672904681,increases_risk
28,0.07359825551623908,duration,7,18.0,-0.15786959702485873,0.15786959702485873,reduces_risk
28,0.07359825551623908,other_parties,guarantor,none,-0.026905120646671415,0.026905120646671415,reduces_risk
28,0.07359825551623908,property_magnitude,real estate,car,-0.024611385246999046,0.024611385246999046,reduces_risk
28,0.07359825551623908,checking_status,0<=X<200,no checking,0.02251173732798783,0.02251173732798783,increases_risk
30,0.2450650857053792,savings_status,>=1000,<100,-0.18185953765003735,0.18185953765003735,reduces_risk
30,0.2450650857053792,checking_status,0<=X<200,no checking,0.09781262807581956,0.09781262807581956,increases_risk
30,0.2450650857053792,credit_amount,1913,2372.0,0.028709727784025446,0.028709727784025446,increases_risk
30,0.2450650857053792,employment,<1,1<=X<4,0.02361855159852433,0.02361855159852433,increases_risk
38,0.22825162322411388,duration,10,18.0,-0.14670909413400804,0.14670909413400804,reduces_risk
38,0.22825162322411388,checking_status,>=200,no checking,0.11296969879762737,0.11296969879762737,increases_risk
38,0.22825162322411388,credit_amount,1225,2372.0,0.0709654438951152,0.0709654438951152,increases_risk
38,0.22825162322411388,installment_commitment,2,4.0,-0.02794958618391799,0.02794958618391799,reduces_risk
43,0.26488887981112524,checking_status,<0,no checking,0.1669546142870854,0.1669546142870854,increases_risk
43,0.26488887981112524,purpose,used car,radio/tv,-0.10827871221724938,0.10827871221724938,reduces_risk
43,0.26488887981112524,credit_history,critical/other existing credit,existing paid,-0.06130855102226085,0.06130855102226085,reduces_risk
43,0.26488887981112524,personal_status,male mar/wid,male single,0.060776400229763106,0.060776400229763106,increases_risk
46,0.10869639291282074,savings_status,500<=X<1000,<100,-0.04734856376991306,0.04734856376991306,reduces_risk
46,0.10869639291282074,duration,36,18.0,0.01230250828840361,0.01230250828840361,increases_risk
46,0.10869639291282074,credit_amount,2299,2372.0,-0.00398996654457022,0.00398996654457022,reduces_risk
46,0.10869639291282074,employment,>=7,1<=X<4,-0.0009904972962720832,0.0009904972962720832,reduces_risk
47,0.276317726196699,duration,6,18.0,-0.1461590462592215,0.1461590462592215,reduces_risk
47,0.276317726196699,checking_status,<0,no checking,0.1408384939857927,0.1408384939857927,increases_risk
47,0.276317726196699,personal_status,female div/dep/mar,male single,0.08888890154095483,0.08888890154095483,increases_risk
47,0.276317726196699,installment_commitment,1,4.0,-0.06958394213116148,0.06958394213116148,reduces_risk
52,0.12404166145262685,duration,12,18.0,-0.048933654508861085,0.048933654508861085,reduces_risk
52,0.12404166145262685,credit_amount,1262,2372.0,0.013019764825847324,0.013019764825847324,increases_risk
52,0.12404166145262685,age,25,33.0,0.008757413165539976,0.008757413165539976,increases_risk
52,0.12404166145262685,installment_commitment,3,4.0,-0.0025455740563058438,0.0025455740563058438,reduces_risk
64,0.20675986095267795,employment,<1,1<=X<4,0.050590575702788465,0.050590575702788465,increases_risk
64,0.20675986095267795,personal_status,female div/dep/mar,male single,0.02822349658994852,0.02822349658994852,increases_risk
64,0.20675986095267795,credit_amount,3181,2372.0,-0.009244817859335203,0.009244817859335203,reduces_risk
64,0.20675986095267795,own_telephone,yes,none,-0.004246793065902171,0.004246793065902171,reduces_risk
70,0.43273292004472125,credit_amount,8133,2372.0,0.21350212039804256,0.21350212039804256,increases_risk
70,0.43273292004472125,other_payment_plans,bank,none,0.16623527034180507,0.16623527034180507,increases_risk
70,0.43273292004472125,personal_status,female div/dep/mar,male single,0.0999972571449862,0.0999972571449862,increases_risk
70,0.43273292004472125,purpose,used car,radio/tv,-0.07044159636916864,0.07044159636916864,reduces_risk
78,0.205084622669644,savings_status,no known savings,<100,-0.16951336587343274,0.16951336587343274,reduces_risk
78,0.205084622669644,credit_history,no credits/all paid,existing paid,0.09121962777229,0.09121962777229,increases_risk
78,0.205084622669644,credit_amount,9436,2372.0,0.07162866353779734,0.07162866353779734,increases_risk
78,0.205084622669644,installment_commitment,2,4.0,-0.048303924634135575,0.048303924634135575,reduces_risk
83,0.36525530105191956,checking_status,<0,no checking,0.24665755276309637,0.24665755276309637,increases_risk
83,0.36525530105191956,other_parties,guarantor,none,-0.10653000509128796,0.10653000509128796,reduces_risk
83,0.36525530105191956,duration,24,18.0,0.035440052238498554,0.035440052238498554,increases_risk
83,0.36525530105191956,job,unskilled resident,skilled,-0.022578738143734345,0.022578738143734345,reduces_risk
85,0.07681999583515882,duration,12,18.0,-0.04888490213463871,0.04888490213463871,reduces_risk
85,0.07681999583515882,other_parties,guarantor,none,-0.015513550613951585,0.015513550613951585,reduces_risk
85,0.07681999583515882,credit_history,critical/other existing credit,existing paid,-0.008405183423761897,0.008405183423761897,reduces_risk
85,0.07681999583515882,personal_status,female div/dep/mar,male single,0.007334521528074067,0.007334521528074067,increases_risk
89,0.5646524380729671,checking_status,<0,no checking,0.369290708332885,0.369290708332885,increases_risk
89,0.5646524380729671,credit_history,no credits/all paid,existing paid,0.18230308812371127,0.18230308812371127,increases_risk
89,0.5646524380729671,duration,12,18.0,-0.13000594100899698,0.13000594100899698,reduces_risk
89,0.5646524380729671,property_magnitude,real estate,car,-0.11178024670427156,0.11178024670427156,reduces_risk
96,0.08782762458113731,age,61,33.0,-0.04955877820229322,0.04955877820229322,reduces_risk
96,0.08782762458113731,credit_history,critical/other existing credit,existing paid,-0.04311444926922754,0.04311444926922754,reduces_risk
96,0.08782762458113731,duration,12,18.0,-0.04038248188983566,0.04038248188983566,reduces_risk
96,0.08782762458113731,purpose,education,radio/tv,0.025816943220638086,0.025816943220638086,increases_risk
107,0.2196202413148424,checking_status,0<=X<200,no checking,0.10907952521289702,0.10907952521289702,increases_risk
107,0.2196202413148424,duration,12,18.0,-0.07186906084871528,0.07186906084871528,reduces_risk
107,0.2196202413148424,installment_commitment,2,4.0,-0.036438412358443,0.036438412358443,reduces_risk
107,0.2196202413148424,purpose,new car,radio/tv,0.02833195171085895,0.02833195171085895,increases_risk
112,0.37524942447820653,checking_status,0<=X<200,no checking,0.1816359506473375,0.1816359506473375,increases_risk
112,0.37524942447820653,purpose,new car,radio/tv,0.06514269001092493,0.06514269001092493,increases_risk
112,0.37524942447820653,employment,4<=X<7,1<=X<4,-0.04964855247952399,0.04964855247952399,reduces_risk
112,0.37524942447820653,housing,rent,own,0.038044537982112214,0.038044537982112214,increases_risk
115,0.0659052357854963,savings_status,no known savings,<100,-0.05253357707167572,0.05253357707167572,reduces_risk
115,0.0659052357854963,credit_history,critical/other existing credit,existing paid,-0.01967307305279624,0.01967307305279624,reduces_risk
115,0.0659052357854963,duration,48,18.0,0.015319825961886427,0.015319825961886427,increases_risk
115,0.0659052357854963,age,47,33.0,-0.015073698884828388,0.015073698884828388,reduces_risk
122,0.1500785454376775,duration,12,18.0,-0.0837413878452026,0.0837413878452026,reduces_risk
122,0.1500785454376775,purpose,furniture/equipment,radio/tv,0.036253907774417726,0.036253907774417726,increases_risk
122,0.1500785454376775,property_magnitude,real estate,car,-0.024703786165299807,0.024703786165299807,reduces_risk
122,0.1500785454376775,housing,rent,own,0.022085408329992312,0.022085408329992312,increases_risk
128,0.1368557762028183,checking_status,0<=X<200,no checking,0.07469423815749876,0.07469423815749876,increases_risk
128,0.1368557762028183,purpose,used car,radio/tv,-0.07027208182293532,0.07027208182293532,reduces_risk
128,0.1368557762028183,duration,12,18.0,-0.048988721681763076,0.048988721681763076,reduces_risk
128,0.1368557762028183,credit_history,critical/other existing credit,existing paid,-0.048525013177512344,0.048525013177512344,reduces_risk
129,0.2288456772705789,duration,12,18.0,-0.1633699650062195,0.1633699650062195,reduces_risk
129,0.2288456772705789,checking_status,<0,no checking,0.12245229834398184,0.12245229834398184,increases_risk
129,0.2288456772705789,credit_history,critical/other existing credit,existing paid,-0.08783959118290549,0.08783959118290549,reduces_risk
129,0.2288456772705789,purpose,new car,radio/tv,0.05671884735858354,0.05671884735858354,increases_risk
133,0.35723896255559034,other_payment_plans,bank,none,0.11778549408902811,0.11778549408902811,increases_risk
133,0.35723896255559034,purpose,furniture/equipment,radio/tv,0.05181476109300659,0.05181476109300659,increases_risk
133,0.35723896255559034,credit_amount,1984,2372.0,-0.04014271249086121,0.04014271249086121,reduces_risk
133,0.35723896255559034,property_magnitude,no known property,car,0.02589526674413578,0.02589526674413578,increases_risk
134,0.23646753781337912,savings_status,100<=X<500,<100,-0.11295991485375376,0.11295991485375376,reduces_risk
134,0.23646753781337912,age,21,33.0,0.08064708881173754,0.08064708881173754,increases_risk
134,0.23646753781337912,credit_amount,10144,2372.0,0.052245261557705036,0.052245261557705036,increases_risk
134,0.23646753781337912,duration,60,18.0,0.045076316437720226,0.045076316437720226,increases_risk
138,0.1402210489995321,savings_status,no known savings,<100,-0.05014385472760499,0.05014385472760499,reduces_risk
138,0.1402210489995321,other_payment_plans,bank,none,0.04727057389521484,0.04727057389521484,increases_risk
138,0.1402210489995321,checking_status,0<=X<200,no checking,0.04462289367811824,0.04462289367811824,increases_risk
138,0.1402210489995321,duration,15,18.0,-0.017209870095483637,0.017209870095483637,reduces_risk
141,0.6068854729053009,checking_status,0<=X<200,no checking,0.18843595565179155,0.18843595565179155,increases_risk
141,0.6068854729053009,duration,36,18.0,0.11684484994545674,0.11684484994545674,increases_risk
141,0.6068854729053009,employment,<1,1<=X<4,0.0995135987122846,0.0995135987122846,increases_risk
141,0.6068854729053009,personal_status,female div/dep/mar,male single,0.05806532139309706,0.05806532139309706,increases_risk
142,0.5031739626327955,checking_status,<0,no checking,0.3355062897837511,0.3355062897837511,increases_risk
142,0.5031739626327955,duration,27,18.0,0.05018920157831247,0.05018920157831247,increases_risk
142,0.5031739626327955,job,high qualif/self emp/mgmt,skilled,-0.030006787496326348,0.030006787496326348,reduces_risk
142,0.5031739626327955,credit_amount,3416,2372.0,0.022956355011302942,0.022956355011302942,increases_risk
159,0.042261543150781435,duration,6,18.0,-0.04192012710970807,0.04192012710970807,reduces_risk
159,0.042261543150781435,installment_commitment,1,4.0,-0.016235033729949985,0.016235033729949985,reduces_risk
159,0.042261543150781435,credit_history,critical/other existing credit,existing paid,-0.012961282251733007,0.012961282251733007,reduces_risk
159,0.042261543150781435,savings_status,no known savings,<100,-0.006059609413749403,0.006059609413749403,reduces_risk
166,0.6833550001756391,checking_status,<0,no checking,0.37770991262643794,0.37770991262643794,increases_risk
166,0.6833550001756391,credit_amount,1131,2372.0,0.09940413735682063,0.09940413735682063,increases_risk
166,0.6833550001756391,employment,unemployed,1<=X<4,0.05176566992187004,0.05176566992187004,increases_risk
166,0.6833550001756391,personal_status,female div/dep/mar,male single,0.047768509106198564,0.047768509106198564,increases_risk
167,0.22511173650644323,checking_status,0<=X<200,no checking,0.08281215447198376,0.08281215447198376,increases_risk
167,0.22511173650644323,duration,11,18.0,-0.0760335015865517,0.0760335015865517,reduces_risk
167,0.22511173650644323,property_magnitude,real estate,car,-0.040361332422956975,0.040361332422956975,reduces_risk
167,0.22511173650644323,savings_status,>=1000,<100,-0.029332533189643017,0.029332533189643017,reduces_risk
171,0.15802319742558413,duration,12,18.0,-0.06540459611992608,0.06540459611992608,reduces_risk
171,0.15802319742558413,property_magnitude,real estate,car,-0.041766347266343457,0.041766347266343457,reduces_risk
171,0.15802319742558413,purpose,furniture/equipment,radio/tv,0.03359599286280941,0.03359599286280941,increases_risk
171,0.15802319742558413,credit_amount,763,2372.0,0.024245171806960092,0.024245171806960092,increases_risk
178,0.11820724271556839,duration,12,18.0,-0.05799547466640863,0.05799547466640863,reduces_risk
178,0.11820724271556839,employment,4<=X<7,1<=X<4,-0.01978953073976679,0.01978953073976679,reduces_risk
178,0.11820724271556839,own_telephone,yes,none,-0.016174622694896737,0.016174622694896737,reduces_risk
178,0.11820724271556839,credit_amount,1963,2372.0,0.010359147427891291,0.010359147427891291,increases_risk
182,0.4407632858762393,checking_status,<0,no checking,0.2213303162090274,0.2213303162090274,increases_risk
182,0.4407632858762393,savings_status,no known savings,<100,-0.1297711461856434,0.1297711461856434,reduces_risk
182,0.4407632858762393,purpose,new car,radio/tv,0.057050325612007124,0.057050325612007124,increases_risk
182,0.4407632858762393,credit_history,all paid,existing paid,0.02578652712900803,0.02578652712900803,increases_risk
187,0.39875121762860294,checking_status,0<=X<200,no checking,0.18869997918659578,0.18869997918659578,increases_risk
187,0.39875121762860294,credit_history,critical/other existing credit,existing paid,-0.1587959874832055,0.1587959874832055,reduces_risk
187,0.39875121762860294,credit_amount,1175,2372.0,0.11244099263529639,0.11244099263529639,increases_risk
187,0.39875121762860294,purpose,new car,radio/tv,0.07377150178091701,0.07377150178091701,increases_risk
190,0.11420967492807299,savings_status,>=1000,<100,-0.09795860338039364,0.09795860338039364,reduces_risk
190,0.11420967492807299,credit_amount,4591,2372.0,0.02672039430377554,0.02672039430377554,increases_risk
190,0.11420967492807299,age,54,33.0,0.017553584613668557,0.017553584613668557,increases_risk
190,0.11420967492807299,own_telephone,yes,none,-0.009465001993478259,0.009465001993478259,reduces_risk
192,0.3339913703430115,checking_status,0<=X<200,no checking,0.17449307274530892,0.17449307274530892,increases_risk
192,0.3339913703430115,credit_amount,3915,2372.0,-0.03968293832144032,0.03968293832144032,reduces_risk
192,0.3339913703430115,duration,27,18.0,0.034864617729098546,0.034864617729098546,increases_risk
192,0.3339913703430115,own_telephone,yes,none,-0.027979682763506764,0.027979682763506764,reduces_risk
194,0.3783749835210634,checking_status,0<=X<200,no checking,0.1951131670691025,0.1951131670691025,increases_risk
194,0.3783749835210634,age,21,33.0,0.10823212730258913,0.10823212730258913,increases_risk
194,0.3783749835210634,duration,45,18.0,0.10588151588646982,0.10588151588646982,increases_risk
194,0.3783749835210634,savings_status,100<=X<500,<100,-0.09525946912202882,0.09525946912202882,reduces_risk
199,0.5331603685554426,checking_status,0<=X<200,no checking,0.135689217427637,0.135689217427637,increases_risk
199,0.5331603685554426,personal_status,male div/sep,male single,0.07744446535718968,0.07744446535718968,increases_risk
199,0.5331603685554426,credit_amount,4297,2372.0,0.06707070870446391,0.06707070870446391,increases_risk
199,0.5331603685554426,property_magnitude,no known property,car,0.057633055276499146,0.057633055276499146,increases_risk
216,0.5142278765232843,checking_status,<0,no checking,0.27558821688282875,0.27558821688282875,increases_risk
216,0.5142278765232843,residence_since,1,3.0,-0.0950157576153331,0.0950157576153331,reduces_risk
216,0.5142278765232843,credit_history,no credits/all paid,existing paid,0.03184708871814107,0.03184708871814107,increases_risk
216,0.5142278765232843,employment,4<=X<7,1<=X<4,-0.019182976072238178,0.019182976072238178,reduces_risk
219,0.13030454833770455,duration,10,18.0,-0.060397597133437314,0.060397597133437314,reduces_risk
219,0.13030454833770455,purpose,new car,radio/tv,0.023243461063291962,0.023243461063291962,increases_risk
219,0.13030454833770455,credit_amount,1364,2372.0,0.019094218589024048,0.019094218589024048,increases_risk
219,0.13030454833770455,age,64,33.0,-0.016420281464650577,0.016420281464650577,reduces_risk
220,0.40966927209430276,checking_status,0<=X<200,no checking,0.15670906087781417,0.15670906087781417,increases_risk
220,0.40966927209430276,other_payment_plans,bank,none,0.12598102185653298,0.12598102185653298,increases_risk
220,0.40966927209430276,property_magnitude,real estate,car,-0.11465779296541306,0.11465779296541306,reduces_risk
220,0.40966927209430276,credit_amount,625,2372.0,0.10318205960214599,0.10318205960214599,increases_risk
221,0.7031448099965502,checking_status,<0,no checking,0.3336555697246121,0.3336555697246121,increases_risk
221,0.7031448099965502,purpose,education,radio/tv,0.12920210898089635,0.12920210898089635,increases_risk
221,0.7031448099965502,credit_amount,1200,2372.0,0.12328751565411034,0.12328751565411034,increases_risk
221,0.7031448099965502,other_payment_plans,bank,none,0.09269913278525288,0.09269913278525288,increases_risk
228,0.1129946721356309,duration,9,18.0,-0.044737716635821476,0.044737716635821476,reduces_risk
228,0.1129946721356309,age,22,33.0,0.02627006516680623,0.02627006516680623,increases_risk
228,0.1129946721356309,employment,4<=X<7,1<=X<4,-0.0031059689997071094,0.0031059689997071094,reduces_risk
228,0.1129946721356309,credit_amount,1478,2372.0,-0.0021240427539475776,0.0021240427539475776,reduces_risk
229,0.6975066184523556,checking_status,<0,no checking,0.3041688396185539,0.3041688396185539,increases_risk
229,0.6975066184523556,other_payment_plans,bank,none,0.08363367281166656,0.08363367281166656,increases_risk
229,0.6975066184523556,age,22,33.0,0.03815326622409887,0.03815326622409887,increases_risk
229,0.6975066184523556,credit_amount,3149,2372.0,-0.034197195106678846,0.034197195106678846,reduces_risk
234,0.037288650044522746,duration,4,18.0,-0.06902856057465376,0.06902856057465376,reduces_risk
234,0.037288650044522746,credit_history,critical/other existing credit,existing paid,-0.017341718061198094,0.017341718061198094,reduces_risk
234,0.037288650044522746,age,42,33.0,-0.011611515423809324,0.011611515423809324,reduces_risk
234,0.037288650044522746,installment_commitment,2,4.0,-0.006962454989043805,0.006962454989043805,reduces_risk
235,0.5555596772116548,checking_status,<0,no checking,0.26227097534347266,0.26227097534347266,increases_risk
235,0.5555596772116548,duration,24,18.0,0.04193257138886897,0.04193257138886897,increases_risk
235,0.5555596772116548,credit_amount,1823,2372.0,0.038648282916715404,0.038648282916715404,increases_risk
235,0.5555596772116548,job,high qualif/self emp/mgmt,skilled,-0.028101553755317532,0.028101553755317532,reduces_risk
236,0.38990793171423194,credit_amount,14555,2372.0,0.2360999612809139,0.2360999612809139,increases_risk
236,0.38990793171423194,savings_status,no known savings,<100,-0.13696346536063925,0.13696346536063925,reduces_risk
236,0.38990793171423194,property_magnitude,life insurance,car,-0.07136505836176049,0.07136505836176049,reduces_risk
236,0.38990793171423194,age,23,33.0,0.05437462129589321,0.05437462129589321,increases_risk
257,0.5518178230091694,checking_status,<0,no checking,0.352692763476806,0.352692763476806,increases_risk
257,0.5518178230091694,duration,12,18.0,-0.12698065157010574,0.12698065157010574,reduces_risk
257,0.5518178230091694,property_magnitude,no known property,car,0.10039229412531275,0.10039229412531275,increases_risk
257,0.5518178230091694,personal_status,male div/sep,male single,0.05945729830900254,0.05945729830900254,increases_risk
259,0.10720313426925282,credit_history,critical/other existing credit,existing paid,-0.0532335419833419,0.0532335419833419,reduces_risk
259,0.10720313426925282,duration,11,18.0,-0.028203125647907612,0.028203125647907612,reduces_risk
259,0.10720313426925282,age,57,33.0,-0.026970394093595557,0.026970394093595557,reduces_risk
259,0.10720313426925282,personal_status,female div/dep/mar,male single,0.02277119411509486,0.02277119411509486,increases_risk
261,0.5368736879281453,checking_status,<0,no checking,0.37161639018435333,0.37161639018435333,increases_risk
261,0.5368736879281453,duration,24,18.0,0.041829118713760494,0.041829118713760494,increases_risk
261,0.5368736879281453,residence_since,4,3.0,-0.0052094067464129035,0.0052094067464129035,reduces_risk
261,0.5368736879281453,age,55,33.0,-0.005116380525707176,0.005116380525707176,reduces_risk
263,0.23930124010510737,other_payment_plans,bank,none,0.12554043497723238,0.12554043497723238,increases_risk
263,0.23930124010510737,credit_history,critical/other existing credit,existing paid,-0.07720792585146621,0.07720792585146621,reduces_risk
263,0.23930124010510737,duration,12,18.0,-0.06431000569224868,0.06431000569224868,reduces_risk
263,0.23930124010510737,age,57,33.0,-0.04449267801335546,0.04449267801335546,reduces_risk
273,0.39258814948999216,checking_status,0<=X<200,no checking,0.20287145280530625,0.20287145280530625,increases_risk
273,0.39258814948999216,duration,48,18.0,0.14160229816135728,0.14160229816135728,increases_risk
273,0.39258814948999216,employment,4<=X<7,1<=X<4,-0.03214128403661104,0.03214128403661104,reduces_risk
273,0.39258814948999216,age,28,33.0,0.024415537262651,0.024415537262651,increases_risk
276,0.13497049565124297,credit_history,critical/other existing credit,existing paid,-0.046568296520508784,0.046568296520508784,reduces_risk
276,0.13497049565124297,personal_status,female div/dep/mar,male single,0.01688457160785012,0.01688457160785012,increases_risk
276,0.13497049565124297,credit_amount,2404,2372.0,0.008023823473506747,0.008023823473506747,increases_risk
276,0.13497049565124297,residence_since,2,3.0,0.004908703961351013,0.004908703961351013,increases_risk
277,0.3487989323540683,checking_status,<0,no checking,0.21299819557895888,0.21299819557895888,increases_risk
277,0.3487989323540683,credit_amount,1262,2372.0,0.08777884239707401,0.08777884239707401,increases_risk
277,0.3487989323540683,installment_commitment,2,4.0,-0.08590325073790439,0.08590325073790439,reduces_risk
277,0.3487989323540683,personal_status,male div/sep,male single,0.04975016463586995,0.04975016463586995,increases_risk
282,0.2776787369969002,savings_status,no known savings,<100,-0.12961871515006262,0.12961871515006262,reduces_risk
282,0.2776787369969002,checking_status,>=200,no checking,0.12805407986713582,0.12805407986713582,increases_risk
282,0.2776787369969002,other_payment_plans,bank,none,0.051904128646990205,0.051904128646990205,increases_risk
282,0.2776787369969002,job,unskilled resident,skilled,0.039858380003824606,0.039858380003824606,increases_risk
283,0.06183818600222954,credit_history,critical/other existing credit,existing paid,-0.04564249196066719,0.04564249196066719,reduces_risk
283,0.06183818600222954,duration,15,18.0,-0.019798142917568193,0.019798142917568193,reduces_risk
283,0.06183818600222954,savings_status,no known savings,<100,-0.012783764408393877,0.012783764408393877,reduces_risk
283,0.06183818600222954,age,63,33.0,-0.011997258616393836,0.011997258616393836,reduces_risk
289,0.5691243918048693,checking_status,<0,no checking,0.268350450967095,0.268350450967095,increases_risk
289,0.5691243918048693,property_magnitude,real estate,car,-0.06607427194781679,0.06607427194781679,reduces_risk
289,0.5691243918048693,credit_amount,1024,2372.0,0.05903731000648982,0.05903731000648982,increases_risk
289,0.5691243918048693,age,48,33.0,-0.03879718885561223,0.03879718885561223,reduces_risk
293,0.28265082316474094,checking_status,>=200,no checking,0.16241170408126143,0.16241170408126143,increases_risk
293,0.28265082316474094,purpose,used car,radio/tv,-0.11149300449347782,0.11149300449347782,reduces_risk
293,0.28265082316474094,duration,42,18.0,0.06921985488111695,0.06921985488111695,increases_risk
293,0.28265082316474094,employment,>=7,1<=X<4,-0.03774843855225518,0.03774843855225518,reduces_risk
296,0.22427260496432042,credit_amount,4675,2372.0,0.09802526190195995,0.09802526190195995,increases_risk
296,0.22427260496432042,employment,<1,1<=X<4,0.09171558939282526,0.09171558939282526,increases_risk
296,0.22427260496432042,personal_status,female div/dep/mar,male single,0.08265228623672427,0.08265228623672427,increases_risk
296,0.22427260496432042,purpose,used car,radio/tv,-0.0455384171531272,0.0455384171531272,reduces_risk
297,0.15013242129675863,credit_amount,1287,2372.0,0.03818261771292453,0.03818261771292453,increases_risk
297,0.15013242129675863,foreign_worker,no,yes,-0.03129708936945377,0.03129708936945377,reduces_risk
297,0.15013242129675863,purpose,new car,radio/tv,0.024386802574234784,0.024386802574234784,increases_risk
297,0.15013242129675863,other_parties,co applicant,none,0.023146253718760695,0.023146253718760695,increases_risk
304,0.38404340283482613,other_payment_plans,bank,none,0.22162829636307085,0.22162829636307085,increases_risk
304,0.38404340283482613,savings_status,500<=X<1000,<100,-0.15925988214838466,0.15925988214838466,reduces_risk
304,0.38404340283482613,credit_amount,10127,2372.0,0.121115509843147,0.121115509843147,increases_risk
304,0.38404340283482613,installment_commitment,2,4.0,-0.0599086339889473,0.0599086339889473,reduces_risk
308,0.17729681086231075,duration,8,18.0,-0.24845518568974306,0.24845518568974306,reduces_risk
308,0.17729681086231075,checking_status,0<=X<200,no checking,0.08242118681262456,0.08242118681262456,increases_risk
308,0.17729681086231075,property_magnitude,real estate,car,-0.07192611615106048,0.07192611615106048,reduces_risk
308,0.17729681086231075,purpose,furniture/equipment,radio/tv,0.037829728166485665,0.037829728166485665,increases_risk
317,0.30900603542466415,savings_status,no known savings,<100,-0.1618155446508568,0.1618155446508568,reduces_risk
317,0.30900603542466415,checking_status,0<=X<200,no checking,0.13544281914277673,0.13544281914277673,increases_risk
317,0.30900603542466415,personal_status,female div/dep/mar,male single,0.0739304024064174,0.0739304024064174,increases_risk
317,0.30900603542466415,credit_amount,4351,2372.0,0.07267752039401518,0.07267752039401518,increases_risk
329,0.18546195635685314,duration,6,18.0,-0.2739192411782197,0.2739192411782197,reduces_risk
329,0.18546195635685314,checking_status,0<=X<200,no checking,0.08976614616326888,0.08976614616326888,increases_risk
329,0.18546195635685314,credit_amount,1068,2372.0,0.05407863225722298,0.05407863225722298,increases_risk
329,0.18546195635685314,num_dependents,2,1.0,0.02585163765810425,0.02585163765810425,increases_risk
330,0.2682198823308117,credit_history,critical/other existing credit,existing paid,-0.17406946539660917,0.17406946539660917,reduces_risk
330,0.2682198823308117,checking_status,<0,no checking,0.10501959696901267,0.10501959696901267,increases_risk
330,0.2682198823308117,purpose,used car,radio/tv,-0.08415290671359643,0.08415290671359643,reduces_risk
330,0.2682198823308117,age,75,33.0,0.06349351259346839,0.06349351259346839,increases_risk
336,0.24977990171412637,checking_status,0<=X<200,no checking,0.112369398026828,0.112369398026828,increases_risk
336,0.24977990171412637,duration,13,18.0,-0.0736856480725446,0.0736856480725446,reduces_risk
336,0.24977990171412637,other_parties,guarantor,none,-0.072126256037057,0.072126256037057,reduces_risk
336,0.24977990171412637,employment,<1,1<=X<4,0.06318873745129211,0.06318873745129211,increases_risk
337,0.5262642393219892,checking_status,<0,no checking,0.3500672259177692,0.3500672259177692,increases_risk
