account_id,reporting_month,product_type,state,risk_band,status,days_past_due,ead,original_pd,stressed_pd,pd_uplift,lifetime_pd,lgd,ifrs9_stage,stage_trigger,ecl_provision,coverage_ratio
AUS-000052,2026-08-31,personal_loan,VIC,C,CURRENT,0,6507.94,0.125915,0.178327,1.4162490569034667,0.3137119321891615,0.62,Stage 1,performing,719.5356781556,0.11056273999999999
AUS-001457,2026-08-31,personal_loan,QLD,C,CURRENT,0,6775.75,0.118267,0.167496,1.4162530545291587,0.2168437133594544,0.62,Stage 1,performing,703.64483364,0.10384752
AUS-001660,2026-08-31,personal_loan,SA,B,CURRENT,0,14731.55,0.052892,0.074908,1.4162444225969901,0.1874942045017094,0.62,Stage 1,performing,684.176787388,0.04644296
AUS-000375,2026-08-31,personal_loan,NSW,C,CURRENT,0,5592.73,0.136751,0.193674,1.4162528976022113,0.3839031423935091,0.62,Stage 1,performing,671.5631618124,0.12007788000000001
AUS-002896,2026-08-31,personal_loan,QLD,C,CURRENT,0,8722.64,0.087493,0.123912,1.4162504428925742,0.29726116992919127,0.62,Stage 1,performing,670.1206559615999,0.07682544
AUS-000848,2026-08-31,auto_loan,VIC,C,CURRENT,0,10966.08,0.113307,0.160471,1.4162496580087727,0.16047100000000003,0.38,Stage 1,performing,668.7003729984,0.06097898
AUS-000064,2026-08-31,auto_loan,NSW,C,CURRENT,0,14113.98,0.080819,0.11446,1.416251129066185,0.20783493771576733,0.38,Stage 1,performing,613.8847373039999,0.0434948
AUS-001059,2026-08-31,auto_loan,SA,C,CURRENT,0,14732.19,0.076471,0.108302,1.4162492971191694,0.19724299792333266,0.38,Stage 1,performing,606.2997437244,0.04115475999999999
AUS-002561,2026-08-31,auto_loan,NSW,B,CURRENT,0,17134.07,0.065707,0.093058,1.4162570198000213,0.2102605621847451,0.38,Stage 1,performing,605.8956687028001,0.035362040000000004
AUS-000124,2026-08-31,personal_loan,VIC,B,CURRENT,0,20225.04,0.03396,0.048096,1.4162544169611309,0.11593768259675719,0.62,Stage 1,performing,603.1009847808,0.02981952
AUS-002559,2026-08-31,auto_loan,VIC,C,CURRENT,0,11317.11,0.098344,0.13928,1.4162531522004391,0.13927999999999996,0.38,Stage 1,performing,598.973890704,0.0529264
AUS-002632,2026-08-31,auto_loan,QLD,C,CURRENT,0,10125.33,0.109883,0.155622,1.4162518314934978,0.38943394959062705,0.38,Stage 1,performing,598.7751599988001,0.059136360000000006
AUS-001877,2026-08-31,personal_loan,VIC,C,CURRENT,0,7392.54,0.092194,0.13057,1.4162526845564787,0.29516647313959277,0.62,Stage 1,performing,598.451247636,0.0809534
AUS-001810,2026-08-31,personal_loan,VIC,C,CURRENT,0,8338.42,0.081541,0.115482,1.416244588611864,0.27908432702054853,0.62,Stage 1,performing,597.0211994328,0.07159884
AUS-001029,2026-08-31,auto_loan,NSW,B,CURRENT,0,26083.74,0.042207,0.059776,1.4162579666879902,0.1159788298240001,0.38,Stage 1,performing,592.4890240512,0.022714879999999996
AUS-001641,2026-08-31,auto_loan,VIC,D,CURRENT,0,6719.25,0.162466,0.230092,1.4162470916991863,0.24668710486843148,0.38,Stage 1,performing,587.49735498,0.08743495999999999
AUS-002610,2026-08-31,personal_loan,NSW,B,CURRENT,0,10881.19,0.061411,0.086973,1.416244646724528,0.13417045883827527,0.62,Stage 1,performing,586.7492374794,0.053923259999999994
AUS-000542,2026-08-31,auto_loan,SA,D,CURRENT,0,4779.13,0.227212,0.321789,1.41625002200588,0.404127825175688,0.38,Stage 1,performing,584.3911561566,0.12227982
AUS-001771,2026-08-31,auto_loan,VIC,D,CURRENT,0,7144.81,0.150855,0.213648,1.4162473898776973,0.3026906419778621,0.38,Stage 1,performing,580.0602594144001,0.08118624
AUS-002674,2026-08-31,auto_loan,VIC,B,CURRENT,0,32754.32,0.032905,0.046602,1.416258927214709,0.13339196851391932,0.38,Stage 1,performing,580.0383918432,0.01770876
AUS-002659,2026-08-31,personal_loan,NSW,C,CURRENT,0,9108.99,0.072168,0.102208,1.4162509699589845,0.18669492032998813,0.62,Stage 1,performing,577.2272229504,0.06336896
AUS-001159,2026-08-31,personal_loan,VIC,C,CURRENT,0,5442.93,0.120419,0.170543,1.416246605602106,0.2790763313432786,0.62,Stage 1,performing,575.5172388138,0.10573665999999998
AUS-002132,2026-08-31,auto_loan,NSW,C,CURRENT,0,14419.75,0.073688,0.104361,1.4162550211703397,0.22676709910231452,0.38,Stage 1,performing,571.846621305,0.03965718
AUS-000393,2026-08-31,auto_loan,QLD,A,CURRENT,0,44754.87,0.023643,0.033484,1.4162331345429937,0.0919865066997878,0.38,Stage 1,performing,569.4573854904,0.01272392
AUS-001442,2026-08-31,personal_loan,WA,A,CURRENT,0,26498.74,0.024452,0.03463,1.4162440700147227,0.09768762792647101,0.62,Stage 1,performing,568.943847044,0.0214706
AUS-001165,2026-08-31,personal_loan,VIC,C,CURRENT,0,6346.8,0.100226,0.141945,1.4162492766348054,0.3519236229707242,0.62,Stage 1,performing,558.55584612,0.08800589999999998
AUS-001637,2026-08-31,personal_loan,QLD,C,CURRENT,0,8040.8,0.078936,0.111793,1.4162486064659976,0.17928887730505672,0.62,Stage 1,performing,557.321195728,0.06931166
AUS-001205,2026-08-31,personal_loan,QLD,C,CURRENT,0,7452.05,0.085065,0.120473,1.4162463998119084,0.30491273399919483,0.62,Stage 1,performing,556.6179081829999,0.07469325999999998
AUS-001614,2026-08-31,personal_loan,TAS,B,CURRENT,0,9797.08,0.064288,0.091048,1.4162518666002988,0.1470931888345015,0.62,Stage 1,performing,553.0428147008,0.05644976
AUS-001220,2026-08-31,personal_loan,VIC,B,CURRENT,0,10223.49,0.061445,0.087021,1.4162421677923347,0.16646934555900006,0.62,Stage 1,performing,551.5881604397999,0.05395302
AUS-001887,2026-08-31,personal_loan,SA,C,CURRENT,0,5452.12,0.114521,0.16219,1.4162468018965955,0.35751373270030307,0.62,Stage 1,performing,548.253192536,0.1005578
AUS-000449,2026-08-31,personal_loan,NSW,B,CURRENT,0,9135.18,0.067694,0.095872,1.4162555027033414,0.22272482383446934,0.62,Stage 1,performing,543.0009457152,0.05944064
AUS-002304,2026-08-31,auto_loan,NSW,D,CURRENT,0,6013.28,0.167347,0.237005,1.4162488721040711,0.30279216974642387,0.38,Stage 1,performing,541.567422032,0.0900619
AUS-000205,2026-08-31,personal_loan,WA,C,CURRENT,0,6413.13,0.095968,0.135915,1.4162533344448152,0.3059493500270807,0.62,Stage 1,performing,540.4171496490001,0.0842673
AUS-000090,2026-08-31,auto_loan,SA,C,CURRENT,0,12549.84,0.079406,0.112459,1.4162531798604638,0.23541820161572324,0.38,Stage 1,performing,536.3101334928,0.04273442
AUS-001381,2026-08-31,personal_loan,QLD,B,CURRENT,0,10876.71,0.056024,0.079344,1.4162501784949308,0.16399089574838654,0.62,Stage 1,performing,535.0610405087999,0.04919328
AUS-002192,2026-08-31,auto_loan,NSW,B,CURRENT,0,23716.5,0.0418,0.059199,1.4162440191387562,0.14584653550643556,0.38,Stage 1,performing,533.51737173,0.02249562
AUS-001856,2026-08-31,credit_card,SA,C,CURRENT,0,4790.11,0.12589,0.178292,1.4162522837397729,0.3357552100448894,0.62,Stage 1,performing,529.5037411144,0.11054104000000001
AUS-002411,2026-08-31,auto_loan,VIC,C,CURRENT,0,11581.27,0.084849,0.120167,1.4162453299390683,0.28159837675570054,0.38,Stage 1,performing,528.8408593941999,0.04566345999999999
AUS-001145,2026-08-31,personal_loan,NSW,C,CURRENT,0,6778.06,0.088722,0.125653,1.4162552692680508,0.12565300000000001,0.62,Stage 1,performing,528.0438153716,0.07790485999999999
AUS-001673,2026-08-31,auto_loan,NSW,B,CURRENT,0,17528.74,0.05535,0.078389,1.4162420957542907,0.17903718448726014,0.38,Stage 1,performing,522.1429519468,0.02978782
AUS-000082,2026-08-31,personal_loan,NSW,B,CURRENT,0,11460.53,0.050272,0.071198,1.4162555697008274,0.1266417505130819,0.62,Stage 1,performing,505.8994252628,0.044142759999999996
AUS-001644,2026-08-31,personal_loan,QLD,C,CURRENT,0,7083.81,0.081228,0.115039,1.416248091791008,0.12400597715353312,0.62,Stage 1,performing,505.24693952580003,0.07132418
AUS-001707,2026-08-31,personal_loan,NSW,B,CURRENT,0,12056.14,0.047261,0.066933,1.4162417215039886,0.10904716004286719,0.62,Stage 1,performing,500.3112435444,0.04149846
AUS-002248,2026-08-31,auto_loan,QLD,C,CURRENT,0,6251.75,0.146245,0.207119,1.4162467092892064,0.20711900000000005,0.38,Stage 1,performing,492.045359135,0.07870522
AUS-000250,2026-08-31,personal_loan,TAS,B,CURRENT,0,8857.33,0.063052,0.089297,1.4162437353295694,0.13090920357076674,0.62,Stage 1,performing,490.3784581462,0.05536414
AUS-001294,2026-08-31,personal_loan,NSW,C,CURRENT,0,6584.25,0.084613,0.119833,1.4162480942644748,0.1742518252931966,0.62,Stage 1,performing,489.18646675499997,0.07429646
AUS-001662,2026-08-31,auto_loan,ACT,D,CURRENT,0,5560.97,0.163142,0.23105,1.41625087347219,0.24770251538978139,0.38,Stage 1,performing,488.24760503000005,0.087799
AUS-000836,2026-08-31,auto_loan,QLD,B,CURRENT,0,18460.51,0.049037,0.069449,1.4162571119766707,0.11835182007713174,0.38,Stage 1,performing,487.18430441619995,0.02639062
AUS-001633,2026-08-31,auto_loan,ACT,C,CURRENT,0,6771.25,0.133045,0.188425,1.4162501409297608,0.3060548325248572,0.38,Stage 1,performing,484.83165687499996,0.0716015
AUS-002661,2026-08-31,credit_card,QLD,D,CURRENT,0,2866.35,0.187868,0.266068,1.4162497072412545,0.550277919434371,0.62,Stage 1,performing,472.8392873160001,0.16496216000000002
AUS-001088,2026-08-31,auto_loan,QLD,C,CURRENT,0,10870.67,0.080411,0.113882,1.4162490206563778,0.20684362236675957,0.38,Stage 1,performing,470.4299835572,0.04327516
AUS-000729,2026-08-31,auto_loan,WA,B,CURRENT,0,23864.47,0.036145,0.05119,1.4162401438649883,0.08785539607299409,0.38,Stage 1,performing,464.216443334,0.0194522
AUS-000367,2026-08-31,auto_loan,VIC,C,CURRENT,0,9143.29,0.093854,0.132921,1.4162529034457776,0.25705689166186196,0.38,Stage 1,performing,461.8273950342001,0.05050998
AUS-000990,2026-08-31,auto_loan,QLD,C,CURRENT,0,6552.65,0.130654,0.185039,1.4162520856613652,0.2387702232800153,0.38,Stage 1,performing,460.748405273,0.07031482
AUS-001727,2026-08-31,personal_loan,NSW,B,CURRENT,0,7739.38,0.066649,0.094392,1.416255307656529,0.21306486088809107,0.62,Stage 1,performing,452.9320453152,0.05852304
AUS-000094,2026-08-31,personal_loan,QLD,C,CURRENT,0,5624.37,0.091658,0.129811,1.4162539003687622,0.1976050573369511,0.62,Stage 1,performing,452.6651583234001,0.08048282000000001
AUS-000394,2026-08-31,auto_loan,VIC,B,CURRENT,0,12602.52,0.066665,0.094414,1.4162454061351533,0.21311105968303123,0.38,Stage 1,performing,452.14464284639996,0.03587732
AUS-000672,2026-08-31,auto_loan,WA,C,CURRENT,0,8520.49,0.097859,0.138593,1.4162519543424723,0.13859299999999997,0.38,Stage 1,performing,448.73450281659996,0.05266534
AUS-001938,2026-08-31,auto_loan,NSW,C,CURRENT,0,5882.43,0.140258,0.19864,1.4162472015856495,0.19864000000000004,0.38,Stage 1,performing,444.02464017600005,0.0754832
AUS-001548,2026-08-31,auto_loan,VIC,C,CURRENT,0,9508.14,0.086414,0.122384,1.4162519962043187,0.1505639950442409,0.38,Stage 1,performing,442.1847981888,0.046505920000000006
AUS-002518,2026-08-31,personal_loan,NT,C,CURRENT,0,5872.32,0.085246,0.12073,1.4162541350913826,0.12073,0.62,Stage 1,performing,439.558420032,0.0748526
AUS-002293,2026-08-31,auto_loan,VIC,C,CURRENT,0,8837.66,0.092244,0.130641,1.41625471575387,0.23534585668408436,0.38,Stage 1,performing,438.7330812228,0.04964358000000001
AUS-001089,2026-08-31,auto_loan,VIC,B,CURRENT,0,23184.45,0.035118,0.049736,1.4162537729939062,0.12719330055366784,0.38,Stage 1,performing,438.17868597600005,0.018899680000000002
AUS-000854,2026-08-31,credit_card,VIC,D,CURRENT,0,2258.05,0.219115,0.310322,1.4162517399539054,0.6719506980075063,0.62,Stage 1,performing,434.448007102,0.19239963999999998
AUS-002823,2026-08-31,personal_loan,VIC,B,CURRENT,0,7800.35,0.061696,0.087377,1.4162506483402488,0.2398938803012517,0.62,Stage 1,performing,422.574132809,0.05417374
AUS-002220,2026-08-31,personal_loan,VIC,C,CURRENT,0,5132.42,0.092613,0.131163,1.416248258883742,0.29636769836304044,0.62,Stage 1,performing,417.3738347652,0.08132106
AUS-002772,2026-08-31,auto_loan,VIC,B,CURRENT,0,13123.89,0.058966,0.083511,1.4162568259675068,0.23019315162656184,0.38,Stage 1,performing,416.47588756019996,0.03173418
AUS-000909,2026-08-31,personal_loan,QLD,C,CURRENT,0,6520.42,0.072479,0.102648,1.4162447053629328,0.2575831903758691,0.62,Stage 1,performing,414.97100473920005,0.06364176
AUS-000439,2026-08-31,auto_loan,QLD,A,CURRENT,0,30334.29,0.025371,0.035932,1.4162626620945173,0.07057289137599998,0.38,Stage 1,performing,414.1892491464,0.01365416
AUS-000915,2026-08-31,credit_card,NSW,C,CURRENT,0,4082.5,0.112907,0.159905,1.4162540852205798,0.1957140170611924,0.62,Stage 1,performing,404.74354074999997,0.0991411
AUS-002966,2026-08-31,auto_loan,NSW,B,CURRENT,0,13108.17,0.057314,0.081171,1.4162508287678404,0.19074249677489918,0.38,Stage 1,performing,404.32124148659994,0.030844979999999994
AUS-001575,2026-08-31,personal_loan,NSW,B,CURRENT,0,9819.81,0.046723,0.066171,1.4162403955225475,0.12796339875899998,0.62,Stage 1,performing,402.86772145619994,0.041026019999999996
AUS-001802,2026-08-31,auto_loan,NSW,A,CURRENT,0,27576.93,0.027104,0.038386,1.4162485242030698,0.1049742373254865,0.38,Stage 1,performing,402.25585329240005,0.014586680000000001
AUS-002775,2026-08-31,auto_loan,SA,C,CURRENT,0,6836.74,0.109052,0.154445,1.4162509628434141,0.15444499999999994,0.38,Stage 1,performing,401.242117534,0.0586891
AUS-001045,2026-08-31,personal_loan,QLD,C,CURRENT,0,4652.66,0.097976,0.138759,1.4162550012247899,0.258263939919,0.62,Stage 1,performing,400.27103834279995,0.08603058
AUS-002256,2026-08-31,auto_loan,NSW,B,CURRENT,0,21207.22,0.035026,0.049606,1.41626220521898,0.14155780251623717,0.38,Stage 1,performing,399.7620350216,0.01885028
AUS-002493,2026-08-31,personal_loan,VIC,B,CURRENT,0,8264.91,0.05505,0.077965,1.4162579473206176,0.17254582875600777,0.62,Stage 1,performing,399.511699053,0.0483383
AUS-002805,2026-08-31,personal_loan,VIC,C,CURRENT,0,6387.52,0.071096,0.10069,1.4162540789917857,0.10068999999999995,0.62,Stage 1,performing,398.75882105600004,0.062427800000000006
AUS-000831,2026-08-31,auto_loan,NSW,B,CURRENT,0,23912.04,0.030933,0.043809,1.4162544855009214,0.10928175124779882,0.38,Stage 1,performing,398.0737729368,0.01664742
AUS-000751,2026-08-31,personal_loan,NSW,D,CURRENT,0,2196.43,0.204206,0.289207,1.416251236496479,0.289207,0.62,Stage 1,performing,393.83821722619996,0.17930833999999998
AUS-001801,2026-08-31,auto_loan,VIC,B,CURRENT,0,11412.37,0.06397,0.090598,1.416257620759731,0.24791363535492705,0.38,Stage 1,performing,392.89640095880003,0.03442724
AUS-000501,2026-08-31,auto_loan,QLD,A,CURRENT,0,27065.31,0.026563,0.03762,1.4162556940104658,0.10008162460208292,0.38,Stage 1,performing,386.91484563600005,0.014295600000000002
AUS-002726,2026-08-31,auto_loan,VIC,B,CURRENT,0,10802.48,0.066431,0.094083,1.4162514488717617,0.14482174691965521,0.38,Stage 1,performing,386.2052958192,0.03575154
AUS-000957,2026-08-31,auto_loan,VIC,B,CURRENT,0,19611.01,0.036483,0.051669,1.4162486637612037,0.11643220620301742,0.38,Stage 1,performing,385.04688476219997,0.01963422
AUS-002093,2026-08-31,auto_loan,VIC,B,CURRENT,0,19051.29,0.03726,0.052769,1.416237251744498,0.13850307312974908,0.38,Stage 1,performing,382.02065836380007,0.020052220000000003
AUS-002723,2026-08-31,personal_loan,SA,C,CURRENT,0,4734.23,0.091572,0.129689,1.416251692657144,0.15939282840928803,0.62,Stage 1,performing,380.66608377139994,0.08040718
AUS-002005,2026-08-31,personal_loan,NSW,C,CURRENT,0,6014.7,0.072019,0.101997,1.4162512670267569,0.26932057167199164,0.62,Stage 1,performing,380.35844065799995,0.06323814
AUS-001262,2026-08-31,personal_loan,VIC,C,CURRENT,0,3532.23,0.122247,0.173132,1.4162474334748503,0.31628931057600007,0.62,Stage 1,performing,379.1560675032,0.10734184000000001
AUS-001164,2026-08-31,personal_loan,VIC,C,CURRENT,0,5598.17,0.077004,0.109057,1.4162511038387615,0.10905699999999996,0.62,Stage 1,performing,378.52216792779996,0.06761534
AUS-002052,2026-08-31,personal_loan,TAS,C,CURRENT,0,3879.02,0.110926,0.157099,1.4162504732884986,0.28951790419900003,0.62,Stage 1,performing,377.82190104759997,0.09740138
AUS-001804,2026-08-31,auto_loan,NSW,B,CURRENT,0,21304.18,0.032758,0.046394,1.4162647292264483,0.11548910794144773,0.38,Stage 1,performing,375.58672822959994,0.017629719999999998
AUS-002350,2026-08-31,personal_loan,VIC,C,CURRENT,0,3737.7,0.114402,0.162022,1.4162514641352424,0.1863492050015425,0.62,Stage 1,performing,375.465570228,0.10045364
AUS-001538,2026-08-31,auto_loan,TAS,C,CURRENT,0,9134.25,0.0762,0.107918,1.416246719160105,0.16540797701655852,0.38,Stage 1,performing,374.58499677,0.04100884
AUS-001013,2026-08-31,auto_loan,NT,B,CURRENT,0,16730.71,0.041242,0.058409,1.4162504243247176,0.09089236247326771,0.38,Stage 1,performing,371.34513534819996,0.02219542
AUS-002018,2026-08-31,personal_loan,QLD,B,CURRENT,0,12300.17,0.034276,0.048543,1.4162387676508343,0.131501040227325,0.62,Stage 1,performing,370.1940344322,0.03009666
AUS-002509,2026-08-31,auto_loan,NSW,A,CURRENT,0,25064.75,0.027394,0.038797,1.416259034825144,0.10310506093546379,0.38,Stage 1,performing,369.526100185,0.01474286
AUS-000660,2026-08-31,personal_loan,VIC,C,CURRENT,0,5469.61,0.076868,0.108864,1.4162460321590258,0.16680884941522123,0.62,Stage 1,performing,369.1750462848,0.06749568
AUS-001629,2026-08-31,personal_loan,VIC,B,CURRENT,0,9787.66,0.042925,0.060793,1.416260920209668,0.12248863161449575,0.62,Stage 1,performing,368.9131529156,0.03769166
AUS-001046,2026-08-31,personal_loan,QLD,B,CURRENT,0,6479.85,0.064541,0.091406,1.416247036767326,0.20677966473893172,0.62,Stage 1,performing,367.224244842,0.05667172
AUS-000947,2026-08-31,auto_loan,NSW,C,CURRENT,0,6910.37,0.098529,0.139542,1.4162530828487043,0.17127184076389912,0.38,Stage 1,performing,366.4290032052,0.05302596
AUS-001853,2026-08-31,auto_loan,QLD,C,CURRENT,0,5335.71,0.127401,0.180432,1.4162526196811644,0.18043200000000004,0.38,Stage 1,performing,365.8384741536,0.06856416
AUS-000286,2026-08-31,personal_loan,VIC,D,CURRENT,0,2545.02,0.162431,0.230043,1.416250592559302,0.230043,0.62,Stage 1,performing,362.98770223319997,0.14262666
AUS-001970,2026-08-31,auto_loan,NSW,B,CURRENT,0,16356.56,0.041177,0.058317,1.416251791048401,0.1132331275109999,0.38,Stage 1,performing,362.4688936176,0.02216046
AUS-002709,2026-08-31,personal_loan,VIC,B,CURRENT,0,12446.97,0.033083,0.046854,1.416256083184717,0.04685399999999995,0.62,Stage 1,performing,361.57800607559994,0.029049479999999996
AUS-002507,2026-08-31,credit_card,QLD,C,CURRENT,0,3294.19,0.123997,0.175611,1.4162520060969217,0.3627520613873575,0.62,Stage 1,performing,358.66752005579997,0.10887881999999999
AUS-001230,2026-08-31,personal_loan,VIC,B,CURRENT,0,7046.79,0.057934,0.082049,1.416249525321918,0.2041119240923026,0.62,Stage 1,performing,358.4728850802,0.05087038
AUS-001354,2026-08-31,personal_loan,VIC,C,CURRENT,0,4742.03,0.085395,0.120941,1.4162538790327304,0.12094099999999997,0.62,Stage 1,performing,355.5736271426,0.07498342000000001
AUS-000553,2026-08-31,personal_loan,VIC,C,CURRENT,0,4510.67,0.089487,0.126736,1.4162504050867724,0.12673599999999996,0.62,Stage 1,performing,354.43184933439994,0.07857631999999999
AUS-000018,2026-08-31,personal_loan,QLD,B,CURRENT,0,6214.69,0.064825,0.091808,1.4162437331276516,0.1062680495582694,0.62,Stage 1,performing,353.7461209024,0.05692096
AUS-002936,2026-08-31,auto_loan,QLD,C,CURRENT,0,6767.68,0.096194,0.136235,1.4162525729255462,0.16728861412644647,0.38,Stage 1,performing,350.358056224,0.0517693
AUS-000329,2026-08-31,auto_loan,TAS,B,CURRENT,0,14691.98,0.044231,0.062642,1.4162465239311797,0.13545549829635806,0.38,Stage 1,performing,349.72730424080004,0.023803960000000002
AUS-002345,2026-08-31,auto_loan,NSW,B,CURRENT,0,10457.67,0.061864,0.087615,1.4162517780938833,0.18017851409561558,0.38,Stage 1,performing,348.17452767900005,0.0332937
AUS-001341,2026-08-31,personal_loan,WA,A,CURRENT,0,14824.73,0.026609,0.037685,1.4162501409297608,0.10599078596615463,0.62,Stage 1,performing,346.37536903100005,0.023364700000000006
AUS-001576,2026-08-31,personal_loan,SA,A,CURRENT,0,13715.71,0.028426,0.040258,1.4162386547526913,0.07573581116981676,0.62,Stage 1,performing,342.3435729716,0.02495996
AUS-002182,2026-08-31,credit_card,WA,B,CURRENT,0,5571.44,0.069745,0.098776,1.416244892106961,0.2552232318647518,0.62,Stage 1,performing,341.2012256128,0.06124112
AUS-002009,2026-08-31,personal_loan,VIC,A,CURRENT,0,15535.7,0.024985,0.035385,1.41624974984991,0.058276622166242076,0.62,Stage 1,performing,340.83306159,0.0219387
AUS-002501,2026-08-31,personal_loan,VIC,B,CURRENT,0,10572.87,0.036678,0.051945,1.4162440700147225,0.10517825951968784,0.62,Stage 1,performing,340.508793933,0.032205899999999996
AUS-001502,2026-08-31,credit_card,VIC,C,CURRENT,0,5195.07,0.074392,0.105358,1.416254435960856,0.2287740044774561,0.62,Stage 1,performing,339.35215473719995,0.06532196
AUS-001307,2026-08-31,auto_loan,QLD,B,CURRENT,0,10028.29,0.062623,0.08869,1.4162528144611406,0.14340232127570307,0.38,Stage 1,performing,337.97543523800005,0.0337022
