reporting_month,ifrs9_stage,accounts,exposure,ecl_provision,exposure_share,provision_share,coverage_ratio
2022-12-31,Stage 3,2,27557.28,13598.2848,0.0013757113460413023,0.025125307010867293,0.49345526118688054
2023-01-31,Stage 1,1379,20450474.52,524630.3924031282,0.9867915948071061,0.9070988052462904,0.025653702650765105
2023-01-31,Stage 2,18,216697.06,21881.539095054693,0.010456228642435,0.03783371733222476,0.1009775540796663
2023-01-31,Stage 3,4,57036.67999999999,31848.8704,0.0027521765504589656,0.05506747742148474,0.5583927816275422
2023-02-28,Stage 1,1467,21655351.62,565838.5046096478,0.9846695631396282,0.8876844918296741,0.026129268854127606
2023-02-28,Stage 2,26,281147.25,38876.48346125231,0.012783774869752396,0.060989224282701954,0.1382780143190172
2023-02-28,Stage 3,4,56007.479999999996,32717.016,0.0025466619906193634,0.051326283887623815,0.584154402233416
2023-03-31,Stage 1,1555,22402850.9,617788.607085774,0.9836811208364645,0.8770485906835275,0.02757633882595603
2023-03-31,Stage 2,22,280422.06,33409.78786609252,0.01231298139327751,0.04743047545213756,0.11914108278818193
2023-03-31,Stage 3,8,91232.34,53196.5652,0.004005897770258044,0.075520933864335,0.5830889046581508
2023-04-30,Stage 1,1635,23184490.99,645849.401148414,0.9814222617865261,0.8890795774725898,0.027856958404951983
2023-04-30,Stage 2,26,341281.94,30476.276125552584,0.014446799526725064,0.04195379704999949,0.08929941070292961
2023-04-30,Stage 3,7,97586.65,50099.063,0.004130938686748805,0.06896662547741071,0.5133802933085623
2023-05-31,Stage 1,1701,23632058.92,687184.4534909974,0.9798170480483901,0.8871238514950536,0.029078484266532853
2023-05-31,Stage 2,26,371417.17,26364.25919911868,0.015399456997625285,0.034035058627592284,0.07098287674508608
2023-05-31,Stage 3,10,115372.39,61071.936200000004,0.004783494953984635,0.07884108987735411,0.5293461997276818
2023-06-30,Stage 1,1765,23921445.96,717352.4164760982,0.9800090034769241,0.889750002138951,0.02998783675851417
2023-06-30,Stage 2,27,393952.35,38131.49531141455,0.016139360914322103,0.04729543980845144,0.09679215090711998
2023-06-30,Stage 3,10,94016.17,50756.5094,0.0038516356087538563,0.06295455805259759,0.5398699968313961
2023-07-31,Stage 1,1837,24383113.75,733216.1896954807,0.9796378740072206,0.8631456046835287,0.0300706545198921
2023-07-31,Stage 2,24,372972.21,46811.56920606377,0.014984866437256177,0.05510680311810061,0.12550953650424454
2023-07-31,Stage 3,12,133839.59,69442.117,0.005377259555523258,0.08174759219837067,0.518845858688001
2023-08-31,Stage 1,1908,24665715.05,731514.1498940703,0.9728033994757864,0.7926294724887665,0.02965712319351838
2023-08-31,Stage 2,26,437287.44,72461.12634207049,0.01724639676237823,0.07851498751838808,0.1657059401067419
2023-08-31,Stage 3,18,252290.33,118920.1942,0.009950203761835317,0.12885553999284538,0.47136247433661055
2023-09-30,Stage 1,1990,25569051.47,756434.7020145291,0.9750909976605517,0.8134254869157673,0.02958399543690735
2023-09-30,Stage 2,30,448571.83999999997,72275.14876676546,0.01710655412858103,0.07772045349181575,0.1611227953292063
2023-09-30,Stage 3,14,204597.52,101227.4504,0.007802448210867272,0.10885405959241691,0.4947638192290894
2023-10-31,Stage 1,2061,26113125.06,773462.1304826386,0.9806220108462644,0.8686539837676079,0.029619669369539588
2023-10-31,Stage 2,28,378121.55,54893.005582137885,0.01419953811936848,0.061648820414966554,0.14517290956344034
2023-10-31,Stage 3,8,137897.72,62059.396,0.005178451034367127,0.06969719581742548,0.4500393189967173
2023-11-30,Stage 1,2133,26834294.33,817486.631649275,0.979089422432301,0.8286754300725573,0.030464249277289454
2023-11-30,Stage 2,26,340605.88,48427.6972774322,0.012427515709008982,0.049090518811097834,0.14218103714895408
2023-11-30,Stage 3,16,232498.66,120583.6436,0.008483061858689986,0.12223405111634476,0.5186423164761466
2023-12-31,Stage 1,2190,26989069.07,838021.5197470684,0.9759185667803278,0.8029569552144532,0.031050404798088443
2023-12-31,Stage 2,30,365288.86,47081.54912998512,0.013208761657818077,0.0451115591251197,0.12888854352137954
2023-12-31,Stage 3,21,300684.19,158566.2266,0.010872671561854052,0.15193148566042708,0.5273513935002702
2024-01-31,Stage 1,2257,27526743.16,853085.0434861856,0.9786300227477804,0.8530958958898142,0.030991136093638242
2024-01-31,Stage 2,30,415857.20999999996,45209.27951367644,0.014784544198222121,0.04520985463728549,0.1087134680523549
2024-01-31,Stage 3,15,185233.97,101692.9558,0.006585433053997431,0.10169424947290043,0.5489973345601781
2024-02-29,Stage 1,2321,27833557.37,863192.1778341396,0.9779917224540834,0.8311891814283894,0.031012642989160948
2024-02-29,Stage 2,24,349432.4,38481.080120961706,0.012278056671462555,0.0370543875484102,0.11012453373230903
2024-02-29,Stage 3,22,276921.22,136829.4044,0.00973022087445397,0.13175643102320053,0.49410949583423047
2024-03-31,Stage 1,2380,28342355.5,882948.3274668418,0.981679055091167,0.8738629507547907,0.031152962126483868
2024-03-31,Stage 2,29,347857.54,39603.00608577888,0.012048556132659398,0.03919549840041836,0.11384834747517297
2024-03-31,Stage 3,14,181092.05,87845.4646,0.006272388776173609,0.08694155084479091,0.4850873608200913
2024-04-30,Stage 1,2434,28741110.04,902142.5017481612,0.9830930997545452,0.9099019907254685,0.031388575475777315
2024-04-30,Stage 2,33,410570.02999999997,48849.180619219835,0.0140435968860379,0.04926934115686308,0.11897892454356651
2024-04-30,Stage 3,9,83709.79,40480.4882,0.002863303359416873,0.040828668117668485,0.48358128959587643
2024-05-31,Stage 1,2488,28854827.88,896999.4537673886,0.9782617035981219,0.866937389021509,0.031086633318271197
2024-05-31,Stage 2,41,514003.08999999997,77685.13135482403,0.01742618394984856,0.07508158969292855,0.1511374792607259
2024-05-31,Stage 3,10,127190.16,59991.5808,0.0043121124520295595,0.0579810212855625,0.47166841208470844
2024-06-30,Stage 1,2538,28963618.28,898119.9328534214,0.9755677455129568,0.833426826157822,0.031008554392998353
2024-06-30,Stage 2,42,513643.76,81099.16594690307,0.017300817877648065,0.07525745505328303,0.1578899078748724
2024-06-30,Stage 3,14,211725.13,98403.9206,0.007131436609395119,0.09131571878889502,0.46477204005022926
2024-07-31,Stage 1,2581,28926889.29,894135.1579520612,0.9734432096465832,0.7993138581822821,0.030910173195192577
2024-07-31,Stage 2,39,453792.99,50694.66321657367,0.015270971595740491,0.045318592479576154,0.11171319155144654
2024-07-31,Stage 3,23,335369.98,173798.5484,0.011285818757676393,0.1553675493381418,0.5182292952994779
2024-08-31,Stage 1,2649,29339046.23,902905.6337536712,0.9767509526293061,0.813493653354786,0.030774880228738477
2024-08-31,Stage 2,31,394400.7,48321.91292995168,0.013130326610575206,0.043536741844278505,0.12251984575572933
2024-08-31,Stage 3,25,303939.93,158683.551,0.010118720760118745,0.14296960480093543,0.5220885291379781
2024-09-30,Stage 1,2603,28040025.21,864708.0233099054,0.9766204317880247,0.8272549271677994,0.030838346857174792
2024-09-30,Stage 2,34,411075.58,47739.73559057181,0.014317562392702024,0.04567198455938749,0.1161337182582624
2024-09-30,Stage 3,25,260181.81,132826.1886,0.009062005819273291,0.12707308827281313,0.5105129701419173
2024-10-31,Stage 1,2568,26854293.94,829828.3969497278,0.9797007328955015,0.8450882821372995,0.030901143735292253
2024-10-31,Stage 2,31,342394.93,36003.60066228661,0.012491282199047231,0.03666567828516044,0.10515225988389083
2024-10-31,Stage 3,17,214022.41999999998,116110.8532,0.007807984905451169,0.11824603957754008,0.5425172428197009
2024-11-30,Stage 1,2531,25596835.74,791022.0777443122,0.9782845101455353,0.8760444527497255,0.03090311965819226
2024-11-30,Stage 2,35,414582.79,42073.40388932903,0.015844924183192003,0.046595630036838684,0.10148372027051347
2024-11-30,Stage 3,12,153603.48,69851.9376,0.0058705656712726775,0.07735991721343581,0.45475491570894094
2024-12-31,Stage 1,2492,24418091.28,754545.1115740122,0.9768920771630237,0.8562626662157847,0.03090106851193703
2024-12-31,Stage 2,37,400911.26,35802.27348350596,0.016039215721182488,0.040628651195716466,0.08930223981113915
2024-12-31,Stage 3,14,176687.21,90860.14779999999,0.007068707115793833,0.10310868258849883,0.5142429256763973
2025-01-31,Stage 1,2461,23253308.12,712886.1558791094,0.9761249900703381,0.8386681572332685,0.03065740806427285
2025-01-31,Stage 2,39,392912.66,43270.71450250198,0.016493647457031593,0.05090542170682045,0.1101280740165053
2025-01-31,Stage 3,14,175839.26,93864.8572,0.007381362472630221,0.11042642105991102,0.5338105790481602
2025-02-28,Stage 1,2417,22146735.99,669180.8468679824,0.977848298286708,0.8641497092072268,0.030215777492906416
2025-02-28,Stage 2,37,384958.87,45100.97213039789,0.016997149201121355,0.05824134407590936,0.11715789827208785
2025-02-28,Stage 3,14,116742.56,60098.8696,0.005154552512170617,0.0776089467168638,0.5147982843617614
2025-03-31,Stage 1,2372,21045571.95,621101.8482333703,0.9756467060113004,0.8321295358027657,0.029512234198670488
2025-03-31,Stage 2,39,358104.7,38943.897848509114,0.016601291321149625,0.05217560973486908,0.10875003273765776
2025-03-31,Stage 3,18,167217.63,86354.68980000001,0.007752002667550046,0.11569485446236523,0.5164209647033031
2025-04-30,Stage 1,2331,19967348.95,587707.2230727366,0.9723943078807596,0.8215784942878461,0.029433412745197538
2025-04-30,Stage 2,42,409334.8,42520.394235705666,0.019934285244086403,0.05944089182714221,0.10387681241786838
2025-04-30,Stage 3,18,157526.28,85111.4856,0.007671406875154088,0.11898061388501167,0.54030023180894
2025-05-31,Stage 1,2308,18868808.54,545765.3651229832,0.970182694628327,0.8582208322430618,0.028924209176536764
2025-05-31,Stage 2,42,509435.24,49902.06450643418,0.02619377120892809,0.07847143492095404,0.09795565871421494
2025-05-31,Stage 3,12,70473.09,40259.0646,0.003623534162745,0.06330773283598419,0.5712686161483767
2025-06-30,Stage 1,2266,17889865.1,506662.3226957834,0.9707789306649228,0.8038272254649528,0.02832119302541769
2025-06-30,Stage 2,37,353358.02999999997,29440.766561250854,0.019174685140876977,0.04670820907814187,0.08331710067902194
2025-06-30,Stage 3,18,185138.4,94209.3792,0.010046384194200253,0.14946456545690537,0.508859205869771
2025-07-31,Stage 1,2238,16959195.82,481731.903383389,0.9702959141858942,0.7820106663693288,0.02840535061310407
2025-07-31,Stage 2,32,276393.39,20326.37172815327,0.015813448931860284,0.032996443433295615,0.07354145382475778
2025-07-31,Stage 3,18,242785.76,113958.7744,0.013890636882245582,0.18499289019737553,0.46937997681577365
2025-08-31,Stage 1,2197,15995254.18,441105.932074045,0.9735519979839936,0.8473755731531118,0.027577300561162137
2025-08-31,Stage 2,37,298157.55,22892.197662637704,0.018147375168283353,0.04397648660924313,0.07677886292880293
2025-08-31,Stage 3,11,136377.55,56557.2722,0.008300626847723027,0.10864794023764505,0.414711015119424
2025-09-30,Stage 1,2162,15175331.49,409546.6981058004,0.977176893704561,0.8371839266326287,0.026987660755593838
2025-09-30,Stage 2,32,213420.32,20993.211835346105,0.013742658965206789,0.04291373754991266,0.09836557191623602
2025-09-30,Stage 3,14,141017.25,58655.6958,0.009080447330232224,0.11990233581745856,0.415946955425666
2025-10-31,Stage 1,2109,14287275.45,384518.6275571054,0.9791916251085613,0.84129045776021,0.02691336279634095
2025-10-31,Stage 2,29,189201.81,22172.635198487096,0.012967120880096229,0.04851163267276325,0.11719039684920084
2025-10-31,Stage 3,13,114410.86,50366.8484,0.007841254011342527,0.11019790956702667,0.4402278629843356
2025-11-30,Stage 1,2056,13493573.72,364917.191088359,0.9822246058667597,0.8638028979660132,0.02704377644207653
2025-11-30,Stage 2,26,155884.85,15905.211734132805,0.011347174479426859,0.0376495498820725,0.10203179933221737
2025-11-30,Stage 3,11,88309.39,41631.8306,0.006428219653813398,0.09854755215191432,0.4714315272702031
2025-12-31,Stage 1,2008,12691598.59,343224.6860153674,0.9841585780423421,0.8762032644532604,0.027043455840606394
2025-12-31,Stage 2,23,147895.38999999998,15656.124171928583,0.011468414769759717,0.03996783351275386,0.10585944681526979
2025-12-31,Stage 3,12,56393.81,32837.299,0.004373007187898306,0.08382890203398584,0.5822855203434562
2026-01-31,Stage 1,1963,11916166.23,322475.2087011978,0.9834688642805457,0.8931029983758758,0.027061993134112044
2026-01-31,Stage 2,26,158995.68,15124.635292147514,0.013122282604739483,0.041888048334514844,0.0951260769610062
2026-01-31,Stage 3,8,41303.25,23472.9654,0.003408853114714853,0.06500895328960933,0.5683079515534492
2026-02-28,Stage 1,1913,11169652.42,315038.0377789298,0.9802913031957543,0.8359201865234074,0.028204820162069984
2026-02-28,Stage 2,26,130019.52,12651.646107526876,0.011411009036724032,0.033569807787633854,0.09730574384159299
2026-02-28,Stage 3,13,94545.66,49186.0548,0.00829768776752166,0.13051000568895876,0.5202359875641039
2026-03-31,Stage 1,1874,10414041.19,301959.0497400046,0.9760253754572198,0.8443309544128076,0.028995376936856977
2026-03-31,Stage 2,31,171118.24,10490.935106604113,0.016037553663985328,0.029334511612977714,0.06130810547492841
2026-03-31,Stage 3,12,84687.33,45181.164600000004,0.00793707087879489,0.1263345339742146,0.5335055975905724
2026-04-30,Stage 1,1819,9681165.34,287110.1248461,0.9712942377113928,0.8614906206766711,0.02965656661805344
2026-04-30,Stage 2,32,218545.72,11641.8602501964,0.021926306499015696,0.03493207847737453,0.0532696785377284
2026-04-30,Stage 3,10,67572.76000000001,34519.3448,0.006779455789591432,0.10357730084595437,0.5108470454662499
2026-05-31,Stage 1,1764,9032798.11,276742.7470864264,0.9728875585044384,0.8556129171602265,0.03063754372856524
2026-05-31,Stage 2,31,182015.84,10384.272628749924,0.019604218319757675,0.032105332081917466,0.05705147765573548
2026-05-31,Stage 3,14,69710.28,36316.8432,0.007508223175804024,0.1122817507578561,0.5209682589138934
2026-06-30,Stage 1,1722,8398455.6,258476.1833648542,0.9684096897133225,0.8238733435850661,0.030776632713859223
2026-06-30,Stage 2,30,187734.57,10983.276632669968,0.021647310570072437,0.03500836605167828,0.058504284174566074
2026-06-30,Stage 3,16,86229.87,44273.4522,0.009942999716605056,0.14111829036325563,0.5134352191415805
2026-07-31,Stage 1,1679,7819807.62,240726.2712256754,0.9714078904017837,0.8044607425205361,0.030784167964694173
2026-07-31,Stage 2,29,132659.85,7449.554757588288,0.016479539049007584,0.02489497436745773,0.056155308162856264
2026-07-31,Stage 3,13,97505.87,51063.476200000005,0.0121125705492088,0.17064428311200613,0.5236964318148232
2026-08-31,Stage 1,1637,7274448.56,223385.9715122486,0.9713413265575651,0.7656121967323745,0.030708303133873367
2026-08-31,Stage 2,20,85613.78,5571.29330240468,0.01143182221317509,0.019094529862456158,0.0650747263163089
2026-08-31,Stage 3,18,129013.19,62817.0466,0.017226851229259803,0.21529327340516946,0.4869040646154087
